"","passportArea.name","passportArea.id","passportArea.alpha3code","passportArea.alpha2code","weight","firstName","middleName","lastName","currentTeamId","birthDate","height","role.code2","role.code3","role.name","birthArea.name","birthArea.id","birthArea.alpha3code","birthArea.alpha2code","wyId","foot","shortName","currentNationalTeamId"
"3247","Colombia","170","COL","CO","79","Juan Jos\u00e9","","Narv\u00e1ez Solarte","708","1995-02-12","181","MD","MID","Midfielder","Colombia","170","COL","CO","91122","right","J. Narv\u00e1ez",NA
"3248","Spain","724","ESP","ES","67","Robert","","Ib\u00e1\u00f1ez Castro","698","1993-03-22","175","MD","MID","Midfielder","Spain","724","ESP","ES","4880","right","Robert Iba\u00f1ez",NA
"3249","C\u00f4te d'Ivoire","384","CIV","CI","69","Mamadou","","Kon\u00e9","683","1991-12-25","176","FW","FWD","Forward","C\u00f4te d'Ivoire","384","CIV","CI","3711","right","M. Kon\u00e9",NA
"3250","Denmark","208","DNK","DK","72","Andrew","","Hjulsager","692","1995-01-15","175","MD","MID","Midfielder","Denmark","208","DNK","DK","135113","right","A. Hjulsager",NA
"3251","Spain","724","ESP","ES","82","Ander","","Cantero Armend\u00e1riz","751","1995-01-09","189","GK","GKP","Goalkeeper","Spain","724","ESP","ES","6322","left","Ander Cantero",NA
"3252","Spain","724","ESP","ES","65","Manuel Jes\u00fas","","V\u00e1zquez Florido","792","1991-01-25","177","FW","FWD","Forward","Spain","724","ESP","ES","4052","left","Chuli",NA
"3253","Spain","724","ESP","ES","69","Ager","","Aketxe Barrutia","700","1993-12-30","175","MD","MID","Midfielder","Spain","724","ESP","ES","167117","left","Ager Aketxe",NA
"3254","Dominican Republic","214","DOM","DO","66","Luis Miguel","","Quezada S\u00e1nchez","709","1996-02-11","171","DF","DEF","Defender","Spain","724","ESP","ES","217834","left","Luismi Quezada",NA
"3255","Spain","724","ESP","ES","70","Roberto","","Olabe del Arco","792","1996-05-05","175","MD","MID","Midfielder","Spain","724","ESP","ES","240681","left","Roberto Olabe",NA
"3256","Cameroon","120","CMR","CM","79","Aldo","","One Esteve","859","1996-01-05","183","DF","DEF","Defender","Spain","724","ESP","ES","247150","left","One",NA
"3257","Spain","724","ESP","ES","70","Mat\u00edas Nahuel","","Leiva Esquivel","12509","1996-11-22","172","MD","MID","Midfielder","Argentina","32","ARG","AR","254188","right","Mat\u00edas Nahuel",NA
"3258","Argentina","32","ARG","AR","72","Walter Iv\u00e1n","","Montoya","15408","1993-06-21","172","MD","MID","Midfielder","Argentina","32","ARG","AR","253551","right","W. Montoya",NA
"3259","Spain","724","ESP","ES","68","Mario","","Gonz\u00e1lez Guti\u00e9rrez","862","1996-02-25","182","FW","FWD","Forward","Spain","724","ESP","ES","257006","right","Mario Gonz\u00e1lez",NA
"3260","Argentina","32","ARG","AR","60","Leonardo Gabriel","","Su\u00e1rez","690","1996-03-03","167","MD","MID","Midfielder","Argentina","32","ARG","AR","256854","left","L. Su\u00e1rez",NA
"3261","Spain","724","ESP","ES","72","Francisco Borja","","Lasso de la Vega Gay\u00e1n","680","1994-01-01","178","MD","MID","Midfielder","Spain","724","ESP","ES","263092","right","Borja Lasso",NA
"3262","Italy","380","ITA","IT","77","Emanuel","","Cecchini","12056","1996-12-24","180","MD","MID","Midfielder","Argentina","32","ARG","AR","266312","right","E. Cecchini",NA
"3263","Spain","724","ESP","ES","72","Carlos","","Fern\u00e1ndez Luna","677","1996-05-22","185","FW","FWD","Forward","Spain","724","ESP","ES","278324","right","Carlos Fern\u00e1ndez","1604"
"3264","Spain","724","ESP","ES","69","Enrique","","Fornos Dom\u00ednguez","859","1997-01-01","181","DF","DEF","Defender","Spain","724","ESP","ES","278248","right","Quique Fornos",NA
"3265","Spain","724","ESP","ES","70","Imanol","","Sarriegi Isasa","16722","1995-04-27","182","MD","MID","Midfielder","Spain","724","ESP","ES","279570","right","Imanol Sarriegi",NA
"3266","Spain","724","ESP","ES","0","Sergio","","Gonz\u00e1lez Test\u00f3n","59787","1995-05-26","181","DF","DEF","Defender","Spain","724","ESP","ES","279548","left","Sergi",NA
"3267","Senegal","686","SEN","SN","61","Arona","","San\u00e9","9492","1995-06-21","173","MD","MID","Midfielder","Senegal","686","SEN","SN","279556","right","A. San\u00e9",NA
"3268","Spain","724","ESP","ES","73","Carles","","Ale\u00f1\u00e0 Castillo","676","1998-01-05","180","MD","MID","Midfielder","Spain","724","ESP","ES","282442","left","Carles Ale\u00f1\u00e0",NA
"3269","Albania","8","ALB","AL","66","Keidi","","Bare","710","1997-08-28","174","MD","MID","Midfielder","Albania","8","ALB","AL","286030","right","K. Bare",NA
"3270","Spain","724","ESP","ES","77","Alexander","","Mesa Travieso","707","1995-02-05","178","FW","FWD","Forward","Spain","724","ESP","ES","293857","right","Nano",NA
"3271","Spain","724","ESP","ES","72","Daniel","","Molina Orta","718","1996-03-14","183","MD","MID","Midfielder","Spain","724","ESP","ES","293856","left","Dani Molina",NA
"3272","Spain","724","ESP","ES","70","Borja","","Herrera Gonz\u00e1lez","831","1993-01-08","178","DF","DEF","Defender","Spain","724","ESP","ES","298385","left","Borja Herrera",NA
"3273","Spain","724","ESP","ES","78","Juan","","Soriano Oropesa","680","1997-08-23","185","GK","GKP","Goalkeeper","Spain","724","ESP","ES","302547","left","Juan Soriano",NA
"3274","Spain","724","ESP","ES","0","Antonio","","Montoro Rodr\u00edguez","719","1997-05-10","0","DF","DEF","Defender","Spain","724","ESP","ES","302548","right","Montoro",NA
"3275","Spain","724","ESP","ES","70","Jos\u00e9 Manuel","","Arn\u00e1iz D\u00edaz","712","1995-04-15","175","FW","FWD","Forward","Spain","724","ESP","ES","339857","right","Jos\u00e9 Arn\u00e1iz",NA
"3276","Spain","724","ESP","ES","69","\u00c1lvaro","","Tejero Sacrist\u00e1n","685","1996-07-20","174","DF","DEF","Defender","Spain","724","ESP","ES","344104","right","\u00c1lvaro Tejero",NA
"3277","Spain","724","ESP","ES","69","Markel","","Areitio Cedr\u00fan","936","1996-09-07","180","GK","GKP","Goalkeeper","Spain","724","ESP","ES","344056","right","Markel Areitio",NA
"3278","Spain","724","ESP","ES","89","Unai","","Sim\u00f3n Mendibil","678","1997-06-11","190","GK","GKP","Goalkeeper","Spain","724","ESP","ES","344059","right","Unai Sim\u00f3n","1604"
"3279","Spain","724","ESP","ES","76","Andoni","","L\u00f3pez Saratxo","708","1996-04-05","187","DF","DEF","Defender","Spain","724","ESP","ES","344065","left","Andoni L\u00f3pez",NA
"3280","Spain","724","ESP","ES","77","Oriol","","Busquets Mas","759","1999-01-20","185","MD","MID","Midfielder","Spain","724","ESP","ES","344046","right","Oriol Busquets",NA
"3281","Spain","724","ESP","ES","67","\u00d3scar","","Rodr\u00edguez Arnaiz","712","1998-06-28","174","MD","MID","Midfielder","Spain","724","ESP","ES","352789","right","\u00d3scar Rodr\u00edguez",NA
"3282","Spain","724","ESP","ES","75","Manuel","","Morlanes Ari\u00f1o","682","1999-01-12","178","MD","MID","Midfielder","Spain","724","ESP","ES","352788","right","Manu Morlanes",NA
"3283","Spain","724","ESP","ES","77","Luca Zinedine","","Zidane","675","1998-05-13","183","GK","GKP","Goalkeeper","France","250","FRA","FR","352985","right","L. Zidane",NA
"3284","Spain","724","ESP","ES","74","Aitor","","Ruibal Garc\u00eda","751","1996-03-22","176","FW","FWD","Forward","Spain","724","ESP","ES","357992","right","Aitor Ruibal",NA
"3285","Spain","724","ESP","ES","73","Gonzalo","","Villar del Fraile","702","1998-03-23","180","MD","MID","Midfielder","Spain","724","ESP","ES","357981","right","Gonzalo Villar",NA
"3286","Spain","724","ESP","ES","65","Victor","","Pastrana Carrasco","718","1996-09-27","179","MD","MID","Midfielder","Spain","724","ESP","ES","359844","left","Pastrana",NA
"3287","Spain","724","ESP","ES","74","Javier","","Jim\u00e9nez Garc\u00eda","767","1997-03-11","182","DF","DEF","Defender","Spain","724","ESP","ES","364844","right","Javi Jim\u00e9nez",NA
"3288","Spain","724","ESP","ES","0","Antonio","","Moya Vega","734","1998-03-20","0","MD","MID","Midfielder","Spain","724","ESP","ES","367391","right","Toni Moya",NA
"3289","Spain","724","ESP","ES","75","Diego","","Alende L\u00f3pez","718","1997-08-25","180","DF","DEF","Defender","Spain","724","ESP","ES","372515","right","Alende",NA
"3290","Spain","724","ESP","ES","88","Christian","","Rivera Hern\u00e1ndez","802","1997-07-09","191","MD","MID","Midfielder","Spain","724","ESP","ES","373713","right","Christian Rivera",NA
"3291","Mauritania","478","MRT","MR","79","Aly","","Abeid","741","1997-12-11","174","DF","DEF","Defender","Saudi Arabia","682","SAU","SA","376565","left","A. Abeid","18224"
"3292","Spain","724","ESP","ES","0","Francesc","","Regis Cresp\u00ed","936","1996-09-30","0","FW","FWD","Forward","Spain","724","ESP","ES","390613","right","Xesc Regis",NA
"3293","Spain","724","ESP","ES","74","Carlos Isaac","","Mu\u00f1oz Obejero","734","1998-04-30","184","DF","DEF","Defender","Spain","724","ESP","ES","396484","right","Carlos Isaac",NA
"3294","Spain","724","ESP","ES","80","Pau","","Francisco Torres","683","1997-01-16","191","DF","DEF","Defender","Spain","724","ESP","ES","400549","left","Pau Torres",NA
"3295","Spain","724","ESP","ES","75","Dar\u00edo","","Poveda Romera","734","1997-03-13","185","FW","FWD","Forward","Spain","724","ESP","ES","400564","right","Dar\u00edo Poveda",NA
"3296","Spain","724","ESP","ES","73","Adri\u00e1n","","L\u00f3pez Garrote","763","1999-01-09","185","GK","GKP","Goalkeeper","Spain","724","ESP","ES","405969","right","Adri\u00e1n L\u00f3pez",NA
"3297","Spain","724","ESP","ES","0","Juan Cruz","","Ag\u00fcero N\u00fa\u00f1ez","969","1999-05-27","0","MD","MID","Midfielder","Spain","724","ESP","ES","405974","left","Juan Ag\u00fcero",NA
"3298","Spain","724","ESP","ES","0","Alberto","","Redondo Guijarro","984","1997-05-22","0","DF","DEF","Defender","Spain","724","ESP","ES","406460","right","Alberto Redondo",NA
"3299","Spain","724","ESP","ES","72","Javier","","Ontiveros Parra","683","1997-09-09","170","MD","MID","Midfielder","Spain","724","ESP","ES","408293","right","Javi Ontiveros",NA
"3300","Spain","724","ESP","ES","77","Aritz","","Castro P\u00e9rez","27267","1998-05-20","179","GK","GKP","Goalkeeper","Spain","724","ESP","ES","410869","right","Aritz	 Castro",NA
"3301","Spain","724","ESP","ES","0","Giovanni","","Navarro Sol\u00e9","745","1999-06-23","0","FW","FWD","Forward","Spain","724","ESP","ES","422521","left","Giovanni Navarro",NA
"3302","Spain","724","ESP","ES","82","Andoni","","Zubiaurre Dorronsoro","723","1996-12-04","188","GK","GKP","Goalkeeper","Spain","724","ESP","ES","424431","left","Andoni Zubiaurre",NA
"3303","Spain","724","ESP","ES","73","Imanol","","Garc\u00eda Lugea","754","1995-12-26","178","MD","MID","Midfielder","Spain","724","ESP","ES","450650","right","Imanol Garc\u00eda",NA
"3304","Spain","724","ESP","ES","69","Francisco","","Feuillassier \u00c1balo","736","1998-05-12","172","MD","MID","Midfielder","Argentina","32","ARG","AR","461173","right","F. Feuillassier",NA
"3305","Spain","724","ESP","ES","78","Alejandro","","Dos Santos Ferreira","734","1999-01-15","185","GK","GKP","Goalkeeper","Brazil","76","BRA","BR","471984","right","Alex Dos Santos",NA
"3306","Spain","724","ESP","ES","60","Jos\u00e9","","Alonso Lara","771","2000-03-07","167","MD","MID","Midfielder","Spain","724","ESP","ES","472489","right","Lara",NA
"3307","Spain","724","ESP","ES","65","Diego","","Varela Pamp\u00edn","718","2000-03-15","173","DF","DEF","Defender","Spain","724","ESP","ES","473386","left","Pamp\u00edn",NA
"3308","Spain","724","ESP","ES","68","Jose Carlos","","Sanchez Gonzalez","710","1998-08-24","177","MD","MID","Midfielder","Spain","724","ESP","ES","476095","right","Jose Carlos",NA
"3309","Spain","724","ESP","ES","73","Ander","","Guevara Lajo","723","1997-07-07","180","MD","MID","Midfielder","Spain","724","ESP","ES","477352","right","Ander Guevara",NA
"3310","Portugal","620","PRT","PT","81","Leonardo","","Miramar Rocha","5122","1997-05-23","198","FW","FWD","Forward","Portugal","620","PRT","PT","484931","right","Leonardo Rocha",NA
"3311","Spain","724","ESP","ES","68","Alejandro Miguel","","Mula Sanchez","683","1996-07-23","178","MD","MID","Midfielder","Spain","724","ESP","ES","485383","right","\u00c1lex Mula",NA
"3312","Spain","724","ESP","ES","68","Eduardo","","Exp\u00f3sito Ja\u00e9n","677","1996-08-01","178","MD","MID","Midfielder","Spain","724","ESP","ES","499843","right","Edu Exp\u00f3sito",NA
"3313","Spain","724","ESP","ES","0","Mujaid","","Sadick Aliu","859","2000-03-14","180","DF","DEF","Defender","Spain","724","ESP","ES","516397","","Mujaid Sadick",NA
"3314","Spain","724","ESP","ES","0","V\u00edctor","","San Bartolom\u00e9 Prieto","729","1999-10-26","0","MD","MID","Midfielder","Spain","724","ESP","ES","517435","right","San Bartolom\u00e9",NA
"3315","Spain","724","ESP","ES","72","Carlos","","Redruello Nimo","702","1997-06-23","183","DF","DEF","Defender","Spain","724","ESP","ES","519095","left","Redru",NA
"3316","Spain","724","ESP","ES","65","Fabio","","Gonz\u00e1lez Estupi\u00f1an","1074","1997-02-12","176","MD","MID","Midfielder","Spain","724","ESP","ES","519496","right","Fabio Gonz\u00e1lez",NA
"3317","Spain","724","ESP","ES","82","Ioritz","","Landeta Batiz","9492","1995-10-10","193","GK","GKP","Goalkeeper","Spain","724","ESP","ES","523328","","Ioritz Landeta",NA
"3318","Spain","724","ESP","ES","78","Daniel","","Vivian Moreno","729","1999-07-05","183","DF","DEF","Defender","Spain","724","ESP","ES","525104","","Vivian",NA
"3319","Spain","724","ESP","ES","0","Francisco","","Barbosa Vieites","718","1999-05-07","0","GK","GKP","Goalkeeper","Spain","724","ESP","ES","548764","","Fran Vieites",NA
"3320","Mexico","484","MEX","MX","78","Francisco Guillermo","","Ochoa Maga\u00f1a","5083","1985-07-13","183","GK","GKP","Goalkeeper","Mexico","484","MEX","MX","25816","right","G. Ochoa",NA
"3321","Ukraine","804","UKR","UA","62","Roman","","Zozulya","685","1989-11-17","175","FW","FWD","Forward","Ukraine","804","UKR","UA","105380","right","R. Zozulya",NA
"3322","Spain","724","ESP","ES","73","David","","Costas Cordal","692","1995-03-26","184","DF","DEF","Defender","Spain","724","ESP","ES","275296","right","David Costas",NA
"3323","Serbia","688","SRB","RS","66","Dejan","","Dra\u017ei\u0107","14376","1995-09-26","178","MD","MID","Midfielder","Serbia","688","SRB","RS","282994","right","D. Dra\u017ei\u0107",NA
"3324","Spain","724","ESP","ES","62","Alejandro","","Pozo Pozo","846","1999-02-22","173","MD","MID","Midfielder","Spain","724","ESP","ES","396513","right","Alex Pozo","1604"
"3325","Bosnia-Herzegovina","70","BIH","BA","72","Izet","","Hajrovi\u0107","9417","1991-08-04","177","MD","MID","Midfielder","Switzerland","756","CHE","CH","49992","left","I. Hajrovi\u0107",NA
"3326","Netherlands","528","NLD","NL","67","Wesley","","Sneijder","16444","1984-06-09","171","MD","MID","Midfielder","Netherlands","528","NLD","NL","20531","right","W. Sneijder",NA
"3327","Algeria","12","DZA","DZ","83","Ra\u00efs","","M'Bolhi Ouhab","16468","1986-04-25","188","GK","GKP","Goalkeeper","France","250","FRA","FR","139295","right","R. M'Bolhi","16009"
"3328","Germany","276","DEU","DE","86","Konstantinos","","Mitroglou","3771","1988-03-12","188","FW","FWD","Forward","Greece","300","GRC","GR","93331","left","K. Mitroglou","12678"
"3329","France","250","FRA","FR","82","Sloan","","Privat","3814","1989-07-24","186","FW","FWD","Forward","French Guiana","254","GUF","GF","25479","right","S. Privat","18799"
"3330","France","250","FRA","FR","77","Emmanuel","","Bourgaud","3829","1987-10-25","179","MD","MID","Midfielder","France","250","FRA","FR","29590","right","E. Bourgaud",NA
"3331","France","250","FRA","FR","84","Romain","","Thomas","3799","1988-06-12","193","DF","DEF","Defender","France","250","FRA","FR","29474","left","R. Thomas",NA
"3332","France","250","FRA","FR","72","K\u00e9vin","","B\u00e9rigaud","34760","1988-05-09","176","FW","FWD","Forward","France","250","FRA","FR","26665","right","K. B\u00e9rigaud",NA
"3333","Benin","204","BEN","BJ","78","Emmanuel","","Imorou","3783","1988-09-16","181","DF","DEF","Defender","France","250","FRA","FR","70171","left","E. Imorou","18884"
"3334","Norway","578","NOR","NO","86","Alexander ","","Toft S\u00f8derlund","7091","1987-08-03","187","FW","FWD","Forward","Norway","578","NOR","NO","54819","right","A. S\u00f8derlund",NA
"3335","France","250","FRA","FR","68","Jonathan","","Delaplace","3788","1986-03-20","167","MD","MID","Midfielder","France","250","FRA","FR","38236","right","J. Delaplace",NA
"3336","France","250","FRA","FR","69","J\u00e9r\u00e9my","","Grimm","3779","1987-03-27","181","MD","MID","Midfielder","France","250","FRA","FR","29137","right","J. Grimm",NA
"3337","Senegal","686","SEN","SN","70","Saliou","","Ciss","3799","1989-06-15","175","DF","DEF","Defender","Senegal","686","SEN","SN","54313","left","S. Ciss",NA
"3338","France","250","FRA","FR","66","Jimmy","","Giraudon","3795","1992-01-16","184","DF","DEF","Defender","France","250","FRA","FR","29291","right","J. Giraudon",NA
"3339","Luxembourg","442","LUX","LU","80","Chris","","Philipps","13505","1994-03-08","182","MD","MID","Midfielder","Luxembourg","442","LUX","LU","138577","right","C. Philipps","14765"
"3340","Algeria","12","DZA","DZ","74","Mohamed Youcef","","Bela\u00efli","16232","1992-03-14","178","FW","FWD","Forward","Algeria","12","DZA","DZ","119448","right","Y. Bela\u00efli",NA
"3341","France","250","FRA","FR","73","Pierrick","","Capelle","3799","1987-04-15","181","MD","MID","Midfielder","France","250","FRA","FR","27646","left","P. Capelle",NA
"3342","Guinea","324","GIN","GN","89","Ernest","","Seka","3792","1987-06-22","185","DF","DEF","Defender","France","250","FRA","FR","29588","right","E. Seka","19649"
"3343","France","250","FRA","FR","72","Rapha\u00ebl","","Adiceam","4244","1990-07-03","179","GK","GKP","Goalkeeper","France","250","FRA","FR","29314","","R. Adiceam",NA
"3344","French Guiana","254","GUF","GF","79","Kevin","","Rimane","3928","1991-02-23","180","DF","DEF","Defender","French Guiana","254","GUF","GF","26603","right","K. Rimane","18799"
"3345","Martinique","474","MTQ","MQ","75","Christopher","","H\u00e9relle","3775","1992-08-22","188","DF","DEF","Defender","France","250","FRA","FR","28314","right","C. H\u00e9relle",NA
"3346","Algeria","12","DZA","DZ","70","Rachid","","Ghezzal","1631","1992-05-09","182","MD","MID","Midfielder","France","250","FRA","FR","28117","left","R. Ghezzal","16009"
"3347","France","250","FRA","FR","77","Dimitri","","Li\u00e9nard","3779","1988-02-13","184","MD","MID","Midfielder","France","250","FRA","FR","28990","left","D. Li\u00e9nard",NA
"3348","Spain","724","ESP","ES","77","Pablo","","Martinez","3779","1989-02-21","182","DF","DEF","Defender","France","250","FRA","FR","29616","left","P. Martinez",NA
"3349","France","250","FRA","FR","79","Quentin","","Beunardeau","9630","1994-02-27","184","GK","GKP","Goalkeeper","France","250","FRA","FR","28055","right","Q. Beunardeau",NA
"3350","Congo DR","180","COD","CD","76","Jordan","","Ikoko","3785","1994-02-03","177","DF","DEF","Defender","France","250","FRA","FR","28528","right","J. Ikoko",NA
"3351","Cameroon","120","CMR","CM","78","Adrien ","","Tameze","3775","1994-11-04","180","MD","MID","Midfielder","France","250","FRA","FR","28230","right","A. Tameze",NA
"3352","Algeria","12","DZA","DZ","74","Karim","","Azamoum","700","1990-01-17","178","MD","MID","Midfielder","France","250","FRA","FR","28866","right","K. Azamoum",NA
"3353","Hungary","348","HUN","HU","81","\u00c1d\u00e1m","","Lang","11611","1993-01-17","188","DF","DEF","Defender","Hungary","348","HUN","HU","76201","right","\u00c1. Lang","10451"
"3354","France","250","FRA","FR","65","Bryan","","Pel\u00e9","3795","1992-03-25","169","MD","MID","Midfielder","France","250","FRA","FR","29641","left","B. Pel\u00e9",NA
"3355","France","250","FRA","FR","67","Florent","","Mollet","3787","1991-11-19","170","MD","MID","Midfielder","France","250","FRA","FR","30437","right","F. Mollet",NA
"3356","France","250","FRA","FR","73","Jordan","","Mari\u00e9","3804","1991-09-29","177","MD","MID","Midfielder","France","250","FRA","FR","30427","right","J. Mari\u00e9",NA
"3357","France","250","FRA","FR","81","Ibrahim","","Amadou","680","1993-04-06","184","MD","MID","Midfielder","Cameroon","120","CMR","CM","28232","right","I. Amadou",NA
"3358","Congo","178","COG","CG","76","Arnold","","Bouka Moutou","3804","1988-11-28","176","DF","DEF","Defender","France","250","FRA","FR","29843","left","A. Bouka Moutou",NA
"3359","Senegal","686","SEN","SN","85","Santy","","Ngom","3924","1993-03-07","181","FW","FWD","Forward","France","250","FRA","FR","28073","right","S. Ngom",NA
"3360","France","250","FRA","FR","81","Ga\u00ebtan ","","Laborde","3787","1994-05-03","182","FW","FWD","Forward","France","250","FRA","FR","27955","left","G. Laborde",NA
"3361","Mali","466","MLI","ML","78","Guessouma","","Fofana","3785","1992-12-17","184","MD","MID","Midfielder","France","250","FRA","FR","28948","right","G. Fofana",NA
"3362","Algeria","12","DZA","DZ","76","Yassine","","Benzia","4487","1994-09-08","178","FW","FWD","Forward","France","250","FRA","FR","28122","right","Y. Benzia","16009"
"3363","Morocco","504","MAR","MA","72","Fouad","","Chafik","3804","1986-10-16","183","DF","DEF","Defender","France","250","FRA","FR","29748","right","F. Chafik",NA
"3364","Spain","724","ESP","ES","71","Ruben","","Aguilar","3787","1993-04-26","172","DF","DEF","Defender","France","250","FRA","FR","28335","right","R. Aguilar",NA
"3365","C\u00f4te d'Ivoire","384","CIV","CI","73","Thomas","","Tour\u00e9","3799","1993-12-27","175","FW","FWD","Forward","France","250","FRA","FR","27959","right","T. Tour\u00e9",NA
"3366","Senegal","686","SEN","SN","76","Opa","","Nguette","3777","1994-07-08","182","FW","FWD","Forward","France","250","FRA","FR","28965","right","O. Nguette","19314"
"3367","Algeria","12","DZA","DZ","72","Nabil","","Fekir","3766","1993-07-18","173","MD","MID","Midfielder","France","250","FRA","FR","28115","left","N. Fekir","4418"
"3368","Portugal","620","PRT","PT","84","Carlos Miguel","","Ribeiro Dias","13505","1993-02-26","183","MD","MID","Midfielder","Portugal","620","PRT","PT","135937","right","Caf\u00fa",NA
"3369","Algeria","12","DZA","DZ","86","Mehdi Jean","","Tahrat","3773","1990-01-24","193","DF","DEF","Defender","France","250","FRA","FR","28364","right","M. Tahrat","16009"
"3370","France","250","FRA","FR","78","Th\u00e9o","","Pellenard","3772","1994-03-04","184","DF","DEF","Defender","France","250","FRA","FR","27958","left","T. Pellenard",NA
"3371","Cape Verde Islands","132","CPV","CV","72","Christopher","","Martins Pereira","3795","1997-02-19","188","MD","MID","Midfielder","Luxembourg","442","LUX","LU","216614","right","C. Martins Pereira","14765"
"3372","France","250","FRA","FR","70","Adri\u00e1n Luciano","","Santos Sahibeddine","3977","1994-08-09","179","FW","FWD","Forward","France","250","FRA","FR","207061","","A. Sahibeddine",NA
"3373","Argentina","32","ARG","AR","74","Brian Leonel","","Fern\u00e1ndez","15412","1994-09-26","172","FW","FWD","Forward","Argentina","32","ARG","AR","207002","right","B. Fern\u00e1ndez",NA
"3374","C\u00f4te d'Ivoire","384","CIV","CI","77","Benjamin ","","Kantie Karamoko","7114","1995-05-17","192","DF","DEF","Defender","France","250","FRA","FR","209102","right","B. Karamoko",NA
"3375","Congo DR","180","COD","CD","81","Anthony","","Walongwa","3924","1993-10-15","182","DF","DEF","Defender","France","250","FRA","FR","217867","right","A. Walongwa","25272"
"3376","Martinique","474","MTQ","MQ","82","Lo\u00efs","","Diony","3782","1992-12-20","183","FW","FWD","Forward","France","250","FRA","FR","217878","right","L. Diony",NA
"3377","Mali","466","MLI","ML","73","Hamari","","Traor\u00e9","3774","1992-01-27","175","DF","DEF","Defender","Mali","466","MLI","ML","228963","right","H. Traor\u00e9",NA
"3378","Portugal","620","PRT","PT","63","Afonso","","Mendes Ribeiro Figueiredo","9611","1993-01-06","169","DF","DEF","Defender","Portugal","620","PRT","PT","222761","left","Afonso Figueiredo",NA
"3379","Congo DR","180","COD","CD","71","Harisson","","Manzala","3799","1994-03-06","177","MD","MID","Midfielder","France","250","FRA","FR","229198","right","H. Manzala",NA
"3380","France","250","FRA","FR","68","Benjamin","","Bourigeaud","3774","1994-01-14","178","MD","MID","Midfielder","France","250","FRA","FR","228981","right","B. Bourigeaud",NA
"3381","France","250","FRA","FR","86","J\u00e9r\u00f4me","","Prior","3772","1995-08-08","187","GK","GKP","Goalkeeper","France","250","FRA","FR","229078","right","J. Prior",NA
"3382","France","250","FRA","FR","75","Wylan","","Cyprien","3775","1995-01-28","180","MD","MID","Midfielder","Guadeloupe","312","GLP","GP","228983","right","W. Cyprien",NA
"3383","France","250","FRA","FR","84","Thomas","","Didillon","5068","1995-11-28","193","GK","GKP","Goalkeeper","France","250","FRA","FR","229110","right","T. Didillon",NA
"3384","France","250","FRA","FR","69","Gnaly Maxwell","","Cornet","3766","1996-09-27","179","FW","FWD","Forward","C\u00f4te d'Ivoire","384","CIV","CI","228946","left","M. Cornet",NA
"3385","France","250","FRA","FR","80","Yann","","Bodiger","3780","1995-02-09","188","MD","MID","Midfielder","France","250","FRA","FR","229140","left","Y. Bodiger","34101"
"3386","France","250","FRA","FR","0","Najib","","Gandi","3924","1994-06-23","0","MD","MID","Midfielder","France","250","FRA","FR","229119","","N. Gandi",NA
"3387","France","250","FRA","FR","78","Florian","","Escales","4058","1996-02-03","184","GK","GKP","Goalkeeper","France","250","FRA","FR","228936","left","F. Escales",NA
"3388","France","250","FRA","FR","66","Adrien","","Hunou","3774","1994-01-19","176","MD","MID","Midfielder","France","250","FRA","FR","229124","right","A. Hunou","34101"
"3389","France","250","FRA","FR","83","Gautier","","Lloris","3775","1995-07-18","191","DF","DEF","Defender","France","250","FRA","FR","231166","left","G. Lloris",NA
"3390","France","250","FRA","FR","87","S\u00e9ga","","Coulibaly","3792","1996-06-09","184","DF","DEF","Defender","Mali","466","MLI","ML","233855","right","S. Coulibaly",NA
"3391","France","250","FRA","FR","75","Dorian","","Grange","3917","1996-05-10","184","GK","GKP","Goalkeeper","France","250","FRA","FR","235448","right","D. Grange",NA
"3392","France","250","FRA","FR","75","Jessy","","Benet","3798","1995-06-24","186","MD","MID","Midfielder","France","250","FRA","FR","240225","left","J. Benet",NA
"3393","Central African Republic","140","CAF","CF","75","Dylan","","Mboumbouni","3917","1996-02-20","182","DF","DEF","Defender","France","250","FRA","FR","256933","right","D. Mboumbouni","19610"
"3394","Brazil","76","BRA","BR","76","Thiago","","Maia Alencar","3776","1997-03-23","179","MD","MID","Midfielder","Brazil","76","BRA","BR","257750","left","Thiago Maia",NA
"3395","France","250","FRA","FR","70","Valentin","","Rongier","3770","1994-12-07","172","MD","MID","Midfielder","France","250","FRA","FR","260002","right","V. Rongier",NA
"3396","Congo","178","COG","CG","68","Dylan","","Bahamboula","11630","1995-05-22","185","MD","MID","Midfielder","France","250","FRA","FR","331918","right","D. Bahamboula",NA
"3397","France","250","FRA","FR","84","Makan","","Macalou","3865","1996-02-07","185","FW","FWD","Forward","France","250","FRA","FR","265128","right","M. Macalou",NA
"3398","Czech Republic","203","CZE","CZ","86","Luk\u00e1\u0161","","Pokorn\u00fd","11242","1993-07-05","190","DF","DEF","Defender","Czech Republic","203","CZE","CZ","268659","left","L. Pokorn\u00fd",NA
"3399","France","250","FRA","FR","74","Jordan","","Tell","3925","1997-06-10","185","FW","FWD","Forward","Guadeloupe","312","GLP","GP","278513","right","J. Tell","4426"
"3400","Senegal","686","SEN","SN","82","Mamadou","","Thiam","1663","1995-03-20","180","FW","FWD","Forward","France","250","FRA","FR","278515","right","M. Thiam",NA
